city,year,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,total_pop
Sacramento,1988,1052.034903,19.97162854,55.2156789,473.4450766,503.4025194,340483
San Jose,1992,668.8917867,5.299861218,55.21715873,151.7239339,456.6508328,811342
Charlotte,1996,1609.002473,12.81426535,55.22767881,468.1718916,1072.788637,554070
Denver,2002,534.1547569,8.776382926,55.23958665,204.9543542,265.1844331,581105
Los Angeles,1991,2525.773428,28.86196729,55.25085462,1117.888349,1323.772256,3558316
Fresno,1992,1459.81229,22.04825574,55.25673969,842.1889291,540.3183659,367376
Indianapolis,2001,930.5343808,14.03067456,55.37105497,349.1383036,511.9943476,798251
Kansas City,2012,1268.981389,22.62575069,55.37921836,355.1165442,835.8598755,464073
Arlington,2004,524.4203119,3.878438651,55.40626645,183.3947419,281.7408649,360970
Pittsburgh,1982,1266.045738,11.97706041,55.42325992,902.0370396,296.6083783,425814
Indianapolis,2010,1160.228437,11.06583208,55.44944118,404.9853979,688.7277661,831388
Fort Worth,1997,902.4900607,15.48441096,55.45093116,293.3668131,538.1879054,477900
Philadelphia,1981,1044.323271,21.46032153,55.48856615,641.2012089,326.1731741,1686834
Mesa,1986,573.3215632,5.220643373,55.52866133,113.4303424,399.1419161,210702
Chicago,2006,1237.422125,16.37625639,55.53230532,555.0781091,610.4354545,2857796
Salt Lake City,1988,639.4864356,9.258973488,55.55384093,300.6080059,274.0656153,162005
Denver,2001,539.6267552,7.899545864,55.64791197,219.4318296,256.6474678,569653
Tampa,1975,1088.274597,23.01590846,55.65040553,478.8683043,530.7399786,291103
Aurora,2010,445.7391764,7.382843502,55.67894475,155.962569,226.7148192,325078
San Jose,1991,658.4500252,6.637096108,55.72656166,166.3030874,429.78328,798542
Philadelphia,1980,1028.982706,25.93424242,55.73482832,647.344863,299.9687718,1681175
Tampa,2004,1594.683158,9.239183995,55.74307677,435.1655662,1094.535331,324704
Los Angeles,2015,634.8155285,7.116313366,55.7444547,225.9050966,346.0496638,3962726
Miami,1986,2945.702796,37.33847326,55.75542291,1454.939022,1397.669877,396374
Miami,1999,1096.768926,8.77206696,55.75907909,302.0717711,730.1660092,1151382
Indianapolis,2000,862.0798258,12.09406156,55.80905492,321.3744901,472.8022193,793778
Indianapolis,1999,1016.248916,14.88671604,55.85812037,342.2627281,603.2413519,759066
Raleigh,1992,1011.300856,8.850629326,55.89871153,413.1846428,533.3668726,214674
Las Vegas,1984,755.0243689,15.28758922,55.90237848,403.1816439,280.6527572,438264
Wichita,1983,481.2252655,9.0338317,55.94026553,185.5410049,230.7101634,287807
Jacksonville,2014,683.7449081,11.21467814,55.95657116,165.7669613,450.8066975,856021
Denver,2005,787.5271011,10.4507645,55.97358614,253.1210588,467.9816917,564552
Buffalo,2013,1255.462945,18.16151382,56.03020221,510.8408781,670.4303506,258789
Washington,1993,2921.799308,78.5467128,56.05536332,1229.584775,1557.612457,5.78E+05
Albuquerque,2003,946.9583842,10.87967506,56.104991,230.3931189,649.5805992,468764
San Antonio,1993,682.425192,22.3246903,56.11615333,302.2966018,301.6877466,985456
Charlotte,1998,1454.614739,10.95977258,56.14775797,404.6685259,982.8386823,593078
Philadelphia,1984,935.4470194,15.77168832,56.19038767,561.6040347,301.8809088,1667545
Baltimore,2000,2457.63675,40.08268397,56.20790166,1015.581567,1345.764596,651154
Chicago,2008,1264.94007,18.02563457,56.33894414,588.5899854,601.985506,2829304
Upper Marlboro,1995,1237.403108,19.82717572,56.35913728,595.1275106,566.0892847,640535
Denver,2009,574.353377,5.788185487,56.39346431,153.9657339,358.2059933,604680
Buffalo,1978,812.1114643,11.23322994,56.42145036,439.3724709,305.084313,391695
Omaha,1984,673.579474,6.707845384,56.45769865,148.1315856,462.2823444,357790
Detroit,2010,2377.91355,43.43093151,56.46021096,776.0126762,1502.009731,713777
San Antonio,1994,647.1647165,19.40194019,56.50565057,278.1278128,293.1293129,999900
Aurora,2011,441.4343593,3.628227611,56.53988027,153.2926166,227.9736349,330740
Houston,1996,1267.166363,14.7279311,56.54171249,467.0052022,728.8915172,1772143
Indianapolis,2009,1199.67399,12.17007121,56.54780564,482.9920182,647.9640946,813471
Jacksonville,1977,788.9191939,14.56408006,56.55402517,277.2849528,440.5161359,528698
Salt Lake City,1984,628.4077257,4.620645042,56.60290177,283.0145088,284.1696701,173136
Philadelphia,1991,1406.088436,27.55685323,56.61680755,871.8612588,450.0535167,1596699
San Jose,1977,469.8197968,7.2144613,56.65991557,181.4173073,224.5281126,568303
Albuquerque,1987,1034.28055,12.91169477,56.75765825,265.4967237,699.1144729,371756
Raleigh,1991,833.2150461,11.82872013,56.77785664,308.4930211,456.1154483,211350
Portland,2001,848.289178,3.910024745,56.78845463,235.9048263,551.6858723,537081
Wichita,1998,665.2915283,9.417368666,56.80799808,241.5099384,357.5562232,329179
Buffalo,1977,949.7967989,10.83418402,56.81927618,438.6640729,443.4792658,415352
New Orleans,1992,1981.552767,55.24664956,56.83078288,1057.607008,811.8683268,505008
Fresno,1993,1450.350942,22.89612266,56.84554591,757.6774384,612.9318353,379977
Portland,2003,813.540423,4.951666236,56.85246419,250.7010276,501.035265,545271
Las Vegas,1983,830.6143377,17.24620117,56.86585252,462.6176937,293.8845903,429080
Las Vegas,1989,763.5951267,12.49654946,56.88727739,381.6110477,312.6002522,536148
Las Vegas,1976,931.9871715,13.19027538,56.90661662,480.8797537,381.0105258,265347
Kansas City,2009,1300.434923,20.63199941,56.94431836,406.4503883,816.4082165,484684
Salt Lake City,2009,710.4756424,1.659989819,56.99298378,227.4186052,424.4040637,180724
Orlando,2008,1666.173501,18.71127202,57.00410778,574.3925364,1016.065585,229808
Upper Marlboro,1978,715.952549,6.497174631,57.0307551,360.593192,291.8314272,554087
Nashville,2006,1527.24705,14.26500456,57.06001822,432.4079506,1023.514077,560813
Albuquerque,2006,908.2652134,6.78703676,57.09095627,233.7535308,610.6336897,500955
Tulsa,1979,677.6244108,12.81834655,57.09990736,189.6532637,418.0528932,343258
Sacramento,1990,1076.983472,11.64160113,57.12506599,484.6154887,523.6013158,369365
Las Vegas,1996,1011.544527,19.36718621,57.13921398,439.0697495,495.9683774,831303
Omaha,1988,733.9439832,7.408230544,57.14920705,187.8515602,481.5349854,377958
San Antonio,1988,563.5178561,15.28220243,57.17467344,305.5371801,185.5238002,935729
Philadelphia,2012,1160.071399,21.50807332,57.18158467,518.7929227,562.5888183,1538957
Fort Worth,1999,851.1013604,13.43000263,57.32807091,290.0479672,490.2953197,498883
Fort Worth,2002,759.7230404,9.489823507,57.47610086,295.0797951,397.6773209,558493
Baltimore,1999,2870.787657,46.88066795,57.4864584,1146.96244,1619.45809,650588
Portland,2004,741.7650109,5.332470331,57.55390392,236.6513557,442.2272809,543838
Oklahoma City,2008,977.4604853,10.31763846,57.56156191,275.8610703,633.7202146,552452
Omaha,1981,490.2704695,8.671871855,57.60600589,278.4290285,145.5635633,322883
Las Vegas,1999,664.859884,11.81635861,57.67250257,338.3381213,257.0329015,922450
Albuquerque,1982,770.8095384,7.537062053,57.68751341,268.4353639,437.1495991,344962
Albuquerque,1990,1331.042585,8.837228645,57.70190468,267.7160442,996.7874075,384736
Columbus,1983,747.6911895,13.18302312,57.72026338,428.8045492,247.9833538,561328
Austin,2000,471.8518586,4.873873298,57.72493687,153.0700833,256.1829652,656562
Los Angeles,1990,2404.574743,28.20337878,57.78393171,1035.692337,1282.895095,3485398
San Francisco,1990,1711.146626,13.95106629,57.8762057,974.226441,665.0929127,723959
Aurora,1988,1196.423037,6.836703068,57.88408598,210.5704545,921.1317934,219404
Philadelphia,2009,1238.235855,19.51402328,57.89591013,583.9345311,576.8913902,1547605
Las Vegas,1992,888.4335591,14.59348305,57.93170545,531.9987912,283.9095794,678385
Long Beach,1989,1682.765096,19.95188076,57.9778182,883.2814976,721.5538994,426025
Memphis,2009,1808.753396,19.77762162,57.98439066,620.1483022,1110.843081,667421
Los Angeles,1989,2246.059727,25.48345188,57.99882549,902.6139861,1259.963463,3441449
Albuquerque,1983,831.7307828,6.757460659,58.00153732,255.9388225,511.0329623,355163
Austin,1991,624.1089415,10.30368535,58.03708486,326.9843005,228.7838707,475558
Albuquerque,2005,951.8354935,10.80241566,58.08846159,234.392038,648.5525782,490631
Austin,1977,391.4259087,10.25163094,58.09257533,159.0556073,164.0260951,321900
Aurora,1979,769.6090118,6.705209203,58.11181309,261.5031589,443.2888306,134224
Aurora,1994,1447.991362,5.932769852,58.14114455,246.4077079,1137.50974,252833
Pittsburgh,1996,804.3848855,13.2652946,58.141504,441.7060862,291.2720006,354308
Salt Lake City,1976,546.7502851,6.271379704,58.15279361,274.8004561,207.5256556,175400
Miami,1994,3413.600716,30.52792252,58.16095584,1537.186168,1787.72567,379980
Pittsburgh,1989,1216.486191,8.235656674,58.18092941,656.4615368,493.6080678,376412
Columbus,1977,569.2686357,12.13080169,58.19268636,308.0168776,190.92827,568800
Chicago,2007,1236.920388,15.68455839,58.20635214,546.1271179,616.9023599,2824434
Jacksonville,1975,843.6012321,16.76516972,58.21751242,318.1697593,450.4487907,542792
Tucson,1979,642.1333131,4.430688212,58.23190222,220.5849774,358.8857452,315978
Washington,1977,1426.521739,27.82608696,58.26086957,964.4927536,375.942029,6.90E+05
Miami,1993,1881.44393,16.58418376,58.27120306,713.9355174,1092.653025,1103461
Miami,1982,1433.569336,25.61639449,58.34845412,608.5079636,741.096524,843210
Salt Lake City,2002,656.7499894,5.835419938,58.35419938,253.5755209,338.9848491,188504
Buffalo,1999,1077.161714,10.62879274,58.45836004,489.2566156,518.8179454,301069
Austin,1978,426.1710656,10.55625428,58.51180943,191.5206133,165.5823885,331557
Fresno,1978,1025.29085,21.56345303,58.5293725,565.7839342,379.4140902,194774
Sacramento,1991,1298.473975,17.50393839,58.61167247,604.6815079,617.6768561,377058
Oklahoma City,2010,914.4843353,9.31036088,58.62079073,191.7244685,654.8287152,579999
St. Louis,2011,1856.740749,35.26247137,58.66676652,663.7458106,1099.065701,320454
Long Beach,1976,865.3564095,20.24053975,58.66823115,499.5599883,286.8876503,340900
Indianapolis,1980,637.2781226,15.31299329,58.6759556,313.8448064,249.4443673,698753
Washington,1984,1721.508828,28.08988764,58.74799358,977.046549,657.6243981,6.23E+05
Indianapolis,2008,1204.336353,14.10316839,58.76320162,497.6933897,633.7765934,808329
San Jose,1985,491.4582572,7.789684192,58.77670799,175.197079,249.694786,706062
Salt Lake City,1987,681.9361983,8.133184016,58.80917673,301.5534381,313.4403994,159839
Austin,1995,773.3568077,8.783805717,58.81330785,255.1122704,450.6474238,523691
Fort Worth,1998,869.5739509,12.85579415,58.85543258,272.5830103,525.279714,497830
San Francisco,1987,1210.782712,13.41262845,58.85930153,606.0424542,532.4683273,767933
Seattle,1994,1210.140153,12.77143936,58.85967705,469.3966698,669.1123665,540268
St. Louis,2010,1943.350016,45.09950077,58.87990379,665.5308274,1173.839784,319294
Columbus,1982,814.2917968,16.32131706,58.89866591,444.7558899,294.3159239,563680
Pittsburgh,1976,948.6641511,12.72823574,58.91941384,496.6064881,380.4100134,487106
Albuquerque,1984,1014.406537,7.857090744,58.92818058,340.9416162,606.6796496,356366
Sacramento,1975,917.1311893,15.96994608,58.93670578,428.9071234,413.3174141,262994
Kansas City,2011,1203.793195,23.40408011,58.94360917,362.1131284,759.3323769,461458
Los Angeles,1988,1961.472421,21.63215808,58.95938739,769.528754,1111.352122,3402342
Omaha,1985,688.3761433,6.613701937,58.9721756,162.8624102,459.9278555,362883
Chicago,2005,1254.59336,15.59106312,58.9885089,555.5708295,624.4429588,2873441
Tampa,1976,1068.951954,15.29675709,59.00177734,373.3137146,621.3397046,274568
Omaha,1996,1352.511501,7.700930101,59.04046411,223.0417533,1062.728354,350607
Memphis,2005,1861.152185,20.32436508,59.05848115,657.7435831,1124.025756,678988
Pittsburgh,1992,1202.379615,11.7696781,59.11588318,799.5356327,331.9584209,373842
Aurora,2008,512.4508809,5.690386093,59.11678885,175.4535712,272.1901348,316323
Phoenix,1983,624.8406775,9.840944256,59.16423113,233.6927847,322.1427174,843415
Upper Marlboro,1985,880.0303615,7.485916032,59.19096398,384.9153569,428.4381246,574412
San Antonio,1983,609.1599265,18.86829132,59.3493527,274.7909336,256.1513489,874483
Milwaukee,1995,1082.306371,22.16984997,59.44090209,586.3764665,414.3191527,622467
San Jose,1986,556.3551816,5.397475642,59.51062888,155.8348096,335.6122675,722560
San Antonio,1997,401.7008225,9.151457586,59.53263988,196.1301857,136.8865393,1038086
Upper Marlboro,1994,1157.50764,18.04193259,59.61682073,548.7885234,531.0603636,637404
Houston,1981,633.455762,30.64312962,59.62154194,424.9961619,118.1949285,1621897
St. Louis,1997,2542.541375,40.55977796,59.64673229,946.9250121,1495.409853,377221
Tucson,1996,1100.585328,9.737819787,59.69706913,272.658954,758.4914847,472385
Aurora,2000,547.4089431,7.9596806,59.6976045,171.1331329,308.6185251,276393
Detroit,2011,2138.694042,48.23067723,59.72752471,697.6623544,1333.073486,713239
Tucson,1989,810.2837646,10.16986212,59.74793997,174.4131354,565.9528271,393319
Wichita,2002,680.8491062,5.750414749,59.80431339,228.866507,386.4278711,347801
Houston,1977,576.7050579,23.30622332,59.81517421,381.3914683,112.192192,1613303
Albuquerque,2007,990.0141096,9.159579361,59.82959285,280.4390362,640.5859013,513124
Indianapolis,2004,882.7250936,13.61497597,59.83094946,345.1209047,464.1582635,800589
San Jose,1988,640.5545189,5.054492898,59.83426728,129.5043045,446.1614542,732022
Nashville,1979,731.4773773,20.02506508,59.85019451,386.1012548,265.5008629,444443
Pittsburgh,1979,1058.016827,15.47540208,59.85339332,626.2986252,356.3894066,439407
Tucson,1997,1052.820039,10.28948435,59.88479893,297.5718875,685.0738682,485933
Buffalo,2007,1274.504075,19.72012037,59.89073593,559.8323059,635.0609133,273832
Aurora,1986,1432.646149,5.494807407,59.94335353,289.7262087,1077.48178,200189
Upper Marlboro,1984,817.6216604,6.78452016,60.01690911,364.276544,386.5436871,574838
Aurora,1980,807.5880416,6.319155255,60.03197493,221.8023495,519.434562,158249
Miami,1992,1752.960995,14.986526,60.03861343,692.7105353,985.2253206,1080971
Dallas,2015,694.1750891,10.44565303,60.06250494,320.8197994,302.8471317,1301977
Buffalo,2010,1377.29134,21.04779763,60.08189507,561.0194788,735.1421683,261310
San Francisco,1988,1282.219631,12.20277295,60.08539288,645.5532167,564.3782488,753927
New Orleans,1999,1273.216724,33.91809853,60.1080227,586.6972359,592.4933667,465828
Oakland,2002,1366.859748,26.07681554,60.12154693,592.0402935,688.6210918,414161
Oklahoma City,2007,850.6102003,10.69717945,60.12552587,257.6544774,522.1330176,542199
Austin,1990,714.3133271,9.879258282,60.13461563,313.7738337,330.5256195,465622
Buffalo,2000,1249.624122,13.32659031,60.1405101,531.355075,644.8019464,292648
Portland,2005,713.9301503,3.701037586,60.14186077,210.4039868,439.6832652,540389
Denver,2006,760.6448946,8.97152859,60.16201525,225.1677764,466.3435744,568465
Newark,1998,2093.943277,22.28784755,60.17718839,1057.186902,954.2913393,269205
Las Vegas,1990,731.8541549,12.81961824,60.20352361,361.7079626,297.1230505,616243
Jacksonville,2000,1115.66209,10.73928417,60.22155551,274.8712985,769.8299523,735617
Cincinnati,1975,825.6281627,14.7680834,60.22609013,402.661024,347.9729652,433367
Miami,2000,1046.588292,8.386656414,60.28428274,291.9552867,685.9620657,1204294
Salt Lake City,1985,659.4972475,8.525356847,60.28645199,271.593511,319.0919277,164216
Long Beach,1985,1060.739798,16.16512029,60.29846457,617.0970523,367.1791609,389728
Baltimore,1977,1726.054811,20.6648024,60.30255204,913.9643309,731.123126,827494
New Orleans,1991,2190.33489,68.89101442,60.30459813,1191.914391,869.2248862,500791
Phoenix,1984,732.1789909,11.60547365,60.32548183,241.9913614,418.256674,870279
Nashville,2003,1501.56428,12.97559147,60.37254365,395.9357564,1032.280388,554888
Boston,1999,1302.051587,5.557427951,60.41461998,442.2637017,793.8158376,557812
Pittsburgh,1988,1063.560526,4.907151528,60.43544513,655.2338645,342.9840647,387190
Tampa,1989,2732.646314,19.69163589,60.45677686,1083.730909,1568.766993,289463
Austin,1987,492.60769,8.305966239,60.4844721,209.7788909,214.0383608,469542
Tulsa,1982,718.005093,8.231567264,60.54184955,278.8111493,370.4205269,376599
Oklahoma City,1976,626.7894041,9.561194299,60.55423056,204.5033225,352.1706567,376522
Los Angeles,1982,1107.53234,14.74221648,60.55505378,381.8047459,650.4303234,1071752
New Orleans,1993,2038.977338,80.3467726,60.61604617,1053.458064,844.5564553,491619
Las Vegas,1993,1014.856971,12.68396983,60.63216348,497.880662,443.6601755,717441
Los Angeles,1977,1017.996885,16.63173681,60.66257763,284.8545444,655.8480263,1040180
Fort Worth,2001,706.620729,12.25248158,60.71378935,254.0104018,379.6440563,546828
Austin,1992,588.8733922,7.645022987,60.74693941,299.6022522,220.8791776,483975
Dallas,1999,1414.256734,17.50068262,60.74844281,582.4703634,753.5372453,1091386
Arlington,1981,416.4482151,7.14932558,60.76926743,126.3047519,222.2248701,167848
Fort Worth,2000,713.6792259,11.40839433,60.78242883,245.7480353,395.7403674,534694
Washington,2013,1218.967003,15.93319813,60.7936589,566.1699531,576.0701927,646449
Miami,1995,1690.025933,14.56918908,60.8263644,583.3139077,1031.316472,1098208
Las Vegas,1985,793.4335926,12.47950187,60.86493895,384.2372944,335.8518574,456749
Denver,2012,618.0941699,6.204806338,60.9343802,185.825995,365.1289884,628545
Chicago,2004,1278.746029,15.54073789,60.94883143,551.9737084,650.2827512,2882746
Boston,2001,1243.529793,10.98076845,60.98549863,426.2227508,745.3407755,591944
Oklahoma City,2006,802.4014209,10.26088773,61.00564162,219.9561207,511.1787708,536016
Miami,1987,1682.144905,18.67970143,61.00596131,631.6546436,970.8045984,926139
Tulsa,2002,1086.309187,6.533434853,61.06248728,226.4086462,792.3046189,397953
Omaha,1991,956.3788582,10.32487972,61.0642886,187.0278211,697.9618687,338987
Las Vegas,1979,990.068472,23.13244094,61.06964407,583.2459441,322.6204429,324220
Phoenix,1986,996.4888815,13.15995275,61.16141976,320.5850786,601.5824304,927055
Los Angeles,1978,1106.858182,18.50589567,61.17226624,301.1320468,726.0479735,972663
Omaha,1993,1141.731015,9.370452036,61.20076486,220.2056229,850.9541756,341499
Upper Marlboro,1982,894.4075192,11.85935163,61.24381588,474.7280757,346.576276,564955
New Orleans,1977,1011.779998,29.43298127,61.2478223,557.8655814,363.2336128,587776
Pittsburgh,1993,1215.557178,21.71122443,61.33420902,755.5506102,376.9611342,368473
Dallas,2014,664.6515707,9.11665865,61.38026212,303.0503082,291.1043417,1272396
Charlotte,1997,1630.76841,10.49812724,61.38735421,483.2697218,1075.613206,562005
San Jose,1984,480.4663805,6.999206757,61.38887593,171.3347487,240.7435491,685792
Tulsa,1999,1162.088781,10.71410839,61.41013346,231.7905888,858.1739501,382673
Albuquerque,2009,769.2655606,10.55337369,61.43571111,207.863771,489.4127048,530636
Tulsa,2000,1122.251933,8.395899748,61.56993148,187.5084277,864.777674,393049
Cincinnati,1976,810.4532309,13.11337213,61.58601553,357.1052231,378.6486202,427045
Baltimore,1983,2002.664094,24.95260866,61.69873884,1138.012754,777.9999926,805527
Kansas City,1975,1241.479143,23.30840288,61.74682167,629.9402569,526.4836616,489094
Nashville,2005,1612.468898,17.05461426,61.75565585,438.0343031,1095.624325,557034
Wichita,2003,625.907341,5.05443344,61.77640871,156.1258329,402.9506659,356123
Denver,2010,564.3513875,4.665438101,61.81705484,157.1252903,340.7436042,600158
Upper Marlboro,1979,811.061028,8.578873808,61.83938204,406.7815997,333.8611724,559514
Charlotte,1982,1280.773712,14.99442395,61.85199879,309.2599939,894.6672956,320119
Sacramento,1992,1220.040616,11.74621902,61.86342019,606.1049016,540.326075,383102
Boston,2002,1166.24528,10.05962001,61.86666309,424.683625,669.6353723,596444
Albuquerque,2010,786.1105208,7.694393352,61.9215465,172.2078512,544.2867297,545852
Philadelphia,2010,1214.608593,20.0523458,61.92636202,548.0319212,584.5979636,1526006
Buffalo,2006,1410.725363,26.382026,62.03341248,608.9256811,713.3842435,280494
Chicago,2003,1362.246556,20.63225795,62.06928436,596.9553964,682.5896175,2898374
Atlanta,2004,1841.810327,25.80999195,62.08349416,724.5399543,1029.376886,430066
Aurora,2007,547.7519415,4.551054707,62.08938922,189.8439963,291.2675012,307621
Arlington,1991,788.6093092,9.726680284,62.10111258,261.8721615,454.9093548,267306
Salt Lake City,1977,590.7107405,6.662151209,62.18007795,265.9308691,255.9376423,180122
Fort Worth,2015,525.3509872,6.749175335,62.18882987,118.2310894,338.1818927,829731
Memphis,2011,1583.821671,17.9248535,62.20077368,472.3275499,1031.368494,652725
Orlando,2002,1861.10854,7.713906631,62.22551349,531.7452971,1259.423823,194454
San Diego,1981,734.209322,10.46643559,62.24188823,369.9996326,291.5013656,898109
Philadelphia,1985,988.2921916,16.64530621,62.25222578,571.976621,337.4180386,1640102
San Antonio,1996,464.1318405,11.45400239,62.36067968,230.0590224,160.258136,1021477
St. Louis,2012,1776.462577,35.46021395,62.44763342,557.9492072,1120.605522,318667
San Jose,1978,468.8396092,7.48781953,62.45522199,196.5552627,202.341305,587621
Detroit,2012,2124.605428,54.58947583,62.50919253,685.9040357,1321.602724,707096
Charlotte,1981,1000.306474,16.11359134,62.55864873,244.547445,677.0867891,316503
Buffalo,2002,1271.658301,14.55451342,62.61825542,550.7021707,643.7833611,295441
Long Beach,1984,1098.025211,10.6101894,62.625996,670.5122134,354.2768121,386421
Wichita,2012,749.4649452,5.952242313,62.62794086,128.3613994,552.5233626,386409
Albuquerque,1997,1317.086865,11.36819735,62.64108745,401.1349637,841.9426161,431027
Milwaukee,1985,652.1623781,10.93368879,62.70792098,335.4069824,243.1137859,621931
Wichita,2014,758.4653142,5.419452739,62.71081026,128.0023123,562.3327389,387493
Miami,1978,1900.260559,29.0856208,62.71586984,858.0258135,950.4332546,330060
Phoenix,1980,908.2863664,13.32670879,62.7519783,392.9438312,439.2638481,772884
Denver,1998,572.5022235,10.01289897,62.82603275,208.8965589,290.7667328,509343
Omaha,1994,1139.212986,9.565910573,62.90310892,266.1062396,800.6377274,344975
Pittsburgh,1986,1170.301638,11.68561228,62.90340225,808.7935476,286.9190759,402204
Austin,1983,402.5285299,15.21946202,62.97708421,174.4990042,149.8329795,381091
New Orleans,2014,973.875845,38.7483758,63.0306913,379.7340828,492.3626951,387113
Boston,1997,1420.839459,7.747412724,63.06033613,491.510277,858.5214333,555024
Aurora,1978,631.9439692,9.125544681,63.11835071,176.4271972,383.2728766,131499
Nashville,2011,1183.604797,8.159415394,63.15387515,308.2627136,804.0287929,612789
Miami,1979,1403.243636,19.03853902,63.16662559,476.9965745,844.0418966,677573
Austin,2014,396.1616242,3.54012063,63.16902748,96.57891593,232.8735602,903924
Tucson,1986,917.8309569,10.32685764,63.22051871,262.4533088,581.8302718,397023
Albuquerque,1975,832.5239835,10.48078871,63.23409191,286.1255319,472.683571,286238
Albuquerque,1981,886.1774136,13.3594585,63.23477022,328.642679,480.9405059,336840
Austin,1975,404.460719,10.98535286,63.24900133,176.0985353,154.1278296,300400
Tulsa,1987,845.7648239,9.460456643,63.24991013,290.3008696,482.7535875,369961
Denver,1995,861.3344457,16.01287356,63.26073505,279.3356832,502.7251539,505843
Dallas,1975,885.3139655,27.40945915,63.26149434,391.5967456,403.0462665,864665
Boston,1976,1596.288242,13.07639034,63.28327175,988.801121,531.1274593,619437
San Antonio,1992,733.0205669,22.51178014,63.32080623,358.2354054,288.9525752,972824
Indianapolis,2007,1234.340272,14.29883051,63.34131058,507.4830546,649.2170763,797268
Atlanta,2002,2289.124534,34.90289189,63.37630369,957.0740355,1233.771303,435494
Los Angeles,1981,1151.481008,17.47417069,63.40354831,406.3938277,664.2094609,1047260
Austin,1982,413.6839746,15.39163613,63.45674545,171.4682271,163.367366,370331
New Orleans,1998,1461.933071,48.81599976,63.46079969,629.30191,720.3543617,471157
Austin,1976,421.8905752,8.423771884,63.52927963,181.8130765,168.1244472,284908
Albuquerque,1993,1644.053564,12.27638564,63.59167759,381.0590101,1187.126491,407286
Boston,1998,1327.12448,6.075431847,63.61334522,417.0605274,840.3751758,559631
Albuquerque,1976,828.0156707,9.580346603,63.64087386,298.0172104,456.7772398,292265
Wichita,2011,770.0183994,6.496949033,63.67010052,127.340201,572.5111488,384796
Memphis,2006,1991.251829,21.88511636,63.74590939,780.3733101,1125.247493,680828
Miami,1985,1519.670567,20.5895354,63.74613219,535.5605705,899.7743294,859660
Buffalo,1981,930.2079534,6.960550385,63.75864152,482.7837747,376.7049868,359167
Tucson,2001,957.968939,8.342254912,63.75866254,337.2654486,548.602573,503461
Tampa,2005,1430.546902,6.078380719,63.82299755,352.5460817,1008.099442,329035
Buffalo,1998,1129.11796,12.63575335,63.8267541,562.4530209,490.2024312,308648
Tulsa,1984,679.5642901,7.784241581,63.83078097,234.5651463,373.3841212,385394
Salt Lake City,2012,676.4866339,4.156599901,63.90772348,164.7052711,443.7170395,192465
Cincinnati,2011,1035.132589,20.52766187,63.93861893,597.3213084,353.3449993,297160
Seattle,1976,819.8609732,8.341608739,63.95233366,429.59285,317.9741807,503500
Upper Marlboro,1988,1004.249777,15.69662105,63.95538152,424.8106804,499.7870937,598855
Austin,1979,442.6652296,12.73217717,63.95698301,170.8480518,195.1280176,337727
Las Vegas,1987,806.8251927,9.763332662,63.98098851,381.6008957,351.4799758,481393
Albuquerque,2002,1068.66191,11.14783339,64.04539573,283.067534,710.4011471,457488
Albuquerque,1978,834.0357875,12.67844048,64.07752352,237.8064242,519.4733993,291834
Tucson,2003,915.0476664,9.132987964,64.12523464,287.2033236,554.5861202,514618
Miami,1991,4190.84374,33.97246871,64.14002093,2303.876938,1788.854312,367945
Upper Marlboro,1993,1250.393467,21.03761304,64.2200819,612.9379738,552.1977979,632201
Tampa,2002,1981.898513,11.6600803,64.28801029,735.5304706,1170.419952,317322
Tulsa,2010,1098.222533,13.77881431,64.30113344,352.3804178,667.7621675,391906
Orlando,2014,901.126408,5.776451333,64.31115818,238.7599884,592.2788101,259675
Houston,1993,1453.842572,25.86516363,64.31494722,624.7074946,738.9549662,1724327
Newark,1997,2734.703145,21.56885004,64.32814924,1302.455822,1346.350324,264270
Seattle,1975,788.6792453,10.32770606,64.34955313,417.6762661,296.32572,503500
Buffalo,2008,1374.824725,13.68905135,64.37553878,569.3905412,727.3695933,270289
Salt Lake City,1986,749.7803613,12.03499777,64.38723809,304.4854437,368.8726818,166182
Long Beach,1983,1225.517158,15.71511637,64.43197712,812.2095977,333.1604671,381798
Salt Lake City,2007,842.8178359,9.52653139,64.44418293,282.4336365,486.4134851,178449
Boston,1982,1932.161238,16.38021833,64.46408505,1150.314042,701.0028921,567758
Omaha,1990,935.0943284,3.573608898,64.62276091,179.8716479,687.0263107,335795
Wichita,2013,794.0779226,3.881123766,64.68539611,120.8323199,604.6790828,386486
Fresno,1985,839.9818264,16.71967288,64.69786461,448.1599273,310.4043617,275125
Los Angeles,1975,1113.786037,20.2939472,64.76479901,534.4561186,494.2711726,2729878
Seattle,1992,1344.551694,11.01038646,64.7777737,472.8960987,795.8674349,544940
Boston,1983,2005.997695,15.88559547,64.7779282,1184.888916,740.4452556,566551
Long Beach,1991,2100.698484,21.44268189,64.78427293,928.6506166,1085.820913,438378
Oklahoma City,1975,694.1244165,15.88206654,64.83007491,258.2788526,355.1334224,384081
Miami,1994,1733.780562,14.39043196,64.84577365,623.6742148,1030.870141,1125748
Denver,2011,608.897303,6.059494409,64.85296719,187.1892462,350.7955952,610612
Tucson,1995,1206.050922,14.44505435,64.89162876,264.9000736,861.8141655,449981
Los Angeles,1987,1910.180547,24.26889577,64.90657822,783.7865821,1037.218491,3341726
