city,year,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,total_pop
Baltimore,1995,1068.901833,5.30057023,34.59319518,344.2580876,684.7499805,716904
Seattle,1999,767.284153,8.287994931,34.62540105,302.4197262,421.9510308,542954
Honolulu,1980,322.3012519,8.529959844,34.64475998,226.8969318,52.22960027,762020
Louisville,2010,565.25912,7.871846342,34.66640023,242.6648016,280.0560718,660582
Newark,2000,1495.90928,21.20301521,34.72907665,702.9896251,736.9875633,273546
Atlanta,2011,1432.791346,20.67994727,34.77991131,550.603596,826.7278918,425533
Sacramento,1999,752.031876,13.16787332,34.87047933,353.5817835,350.4117399,410089
Upper Marlboro,2007,947.0419221,18.99024396,34.89264336,477.3807667,415.7782681,647701
San Antonio,1976,436.2150082,15.80200486,34.92375865,167.5809255,217.9083192,753069
Louisville,2008,683.8404965,11.27558645,34.93843689,279.8251172,357.8013559,629679
Raleigh,1999,772.2198564,6.083465142,34.97992457,280.9800462,450.1764205,263008
Dallas,2011,681.1003245,10.87471106,34.99531079,332.4554525,302.7748501,1223021
Virginia Beach,1981,228.0733448,4.516303857,35.00135489,88.44428386,100.1114022,265704
Arlington,1999,627.5127851,3.538001351,35.05837702,175.6135216,413.3028851,310910
Baltimore,1997,1007.526769,3.175269346,35.06601799,341.962703,627.3227786,724348
San Antonio,2010,635.3740789,5.951452719,35.1813724,177.7902331,416.4510207,1327407
Atlanta,2006,1553.71302,22.64287655,35.19938082,609.0933792,886.7773835,485804
El Paso,2001,760.8599487,3.46949361,35.21536014,134.4428774,587.7322175,576453
Miami,2014,549.7677438,7.027924286,35.22328719,153.5266793,353.989853,1195232
Mesa,2008,501.0715357,3.502465955,35.24356367,143.6011042,318.7244019,456821
Los Angeles,1999,1283.239154,11.6433954,35.28633712,394.8069909,841.5024309,3650138
Arlington,1978,369.6098563,4.928131417,35.31827515,108.4188912,220.9445585,121750
Sacramento,2010,881.4803382,7.074136955,35.37068478,319.6223697,519.4131467,466488
Pittsburgh,2005,1023.338775,19.04589153,35.37094141,488.8445492,480.0773928,330780
Upper Marlboro,1999,895.8067174,13.45599964,35.37869568,324.0023283,522.9696938,661415
Arlington,2012,503.302179,4.481999499,35.59234896,140.2602196,322.967611,379295
Fresno,2002,852.574527,9.4730503,35.63671303,333.5866998,473.8780638,443363
San Antonio,1977,491.352587,19.10452136,35.72283789,191.0452136,245.4800142,764217
San Antonio,1975,549.1575336,17.03923186,35.76937985,225.0219169,271.327005,768814
Washington,1991,2452.341137,80.60200669,35.78595318,1214.882943,1121.070234,5.98E+05
Charlotte,2008,931.772384,10.93877056,35.84753726,393.2685705,491.7175056,758769
Phoenix,1976,576.3783529,7.922212838,35.87417134,221.9714352,310.6105336,669005
Long Beach,1996,1151.985237,21.58978053,35.90721394,552.4711208,542.0171218,440023
Virginia Beach,1989,205.7702071,4.590673911,35.91527236,85.8726061,79.39165469,370316
Mesa,1997,728.4821103,3.708013874,35.93921139,128.3543264,560.4805586,350592
Houston,2011,974.6094005,9.236677259,35.96706145,375.718175,553.6874868,2143628
Sacramento,2008,997.7198035,10.49104514,35.96929764,377.0353163,574.2241444,467065
Upper Marlboro,2004,992.5541068,18.62515758,35.99937175,490.3698206,447.5597569,719457
Jacksonville,2002,915.5635402,11.69966188,36.00895934,262.0724261,605.7824929,769253
San Jose,2001,609.0772655,2.408285377,36.01481314,77.94087222,492.7132947,913513
Miami,2006,789.9523165,8.55701636,36.0617118,205.7176586,539.6159297,1145259
Virginia Beach,1982,240.2496216,5.578551585,36.07463358,95.95108726,102.6453492,268887
Boston,2015,706.7934546,5.712069603,36.07622907,233.1426304,431.8625255,665258
Phoenix,2010,553.4603551,8.024172127,36.10877457,224.8151673,284.512241,1445632
Sacramento,2000,765.8137969,9.581885813,36.11633884,346.9134043,373.202168,407018
Upper Marlboro,2006,976.6577107,16.57994082,36.13576846,473.4494213,450.4925801,705672
Upper Marlboro,2015,475.1959673,9.632350688,36.19428743,198.3388573,231.0304718,685191
Houston,2009,1125.575091,12.62220338,36.19537763,499.9184175,576.8390924,2273771
Austin,2008,522.2053388,3.052280252,36.22923952,176.8995468,306.0242723,753535
San Diego,1988,854.3353958,13.414491,36.23775695,298.4724248,506.210723,1073466
Phoenix,2006,737.7542352,15.48657841,36.24518351,287.5231557,398.4993176,1517443
San Antonio,2011,519.2796784,6.566622815,36.30088118,131.7013677,344.7108067,1355339
Washington,1998,1718.546845,49.71319312,36.32887189,689.4837476,943.0210325,5.23E+05
New York City,1994,1860.930092,21.27797625,36.3402208,988.7920543,814.5198402,7336224
Phoenix,2005,729.1160857,15.00379187,36.35009575,288.9593916,388.8028065,1466296
San Jose,2015,329.6304842,2.908504273,36.35630341,110.5231624,179.8425142,1031458
Mesa,1999,578.5036509,2.442088583,36.35998556,100.3969751,439.3046017,368537
Houston,1998,1123.051575,14.13343409,36.3908106,429.0665757,643.460755,1797157
Mesa,1993,766.3401106,1.969182297,36.4298725,134.5607903,593.3802655,304695
Louisville,2009,597.0598486,9.821626588,36.43506638,248.7089313,302.0942242,631260
Arlington,2011,502.240518,5.896099998,36.44861817,144.7224545,315.1733453,373128
Fresno,2003,779.0654771,8.224086348,36.45270706,270.0612139,464.3274698,449898
Virginia Beach,1987,211.0783812,3.233791356,36.45364801,94.66189241,76.72904944,340158
Phoenix,1997,884.9180155,14.92488943,36.50201529,317.6869321,515.8041786,1172538
Washington,1992,2831.918506,75.21222411,36.50254669,1265.874363,1454.329372,5.89E+05
Milwaukee,1983,578.1128346,7.925740474,36.52056885,341.5838738,192.0826515,643473
Houston,2014,991.3812714,10.9012299,36.5776805,458.8426768,485.0596842,2219933
Mesa,1987,492.7065709,3.429512095,36.58146234,84.59463167,368.1009648,262428
Atlanta,2015,1119.622991,20.22766887,36.58195434,429.2999935,633.5133739,464710
Arlington,1987,561.7172955,7.160702067,36.5991439,203.2843753,314.6730742,251372
Sacramento,1998,877.5600918,8.05816435,36.65165075,439.0399867,393.81029,384703
Raleigh,1996,860.1983881,10.19675662,36.70832382,298.5610337,514.732274,245176
El Paso,1997,791.3453033,3.916743098,36.71946654,173.9686726,576.7404211,612754
Detroit,2009,1991.763912,39.95856638,36.76628422,661.2427224,1253.796339,908441
Upper Marlboro,2005,1140.13778,20.77510533,36.84118678,615.9126227,466.6088657,722018
Detroit,2008,1985.243706,35.65975515,36.87417406,698.290871,1214.418906,905783
Charlotte,1978,787.7683993,16.49946134,36.88114888,229.3748645,505.0129246,309101
Los Angeles,1989,1487.524313,16.82222445,36.89419681,387.3890665,1046.418826,1046235
Chicago,1982,876.9581602,22.18633733,36.93294478,541.605693,276.233185,3010862
Los Angeles,2002,1349.541229,17.07321721,36.93975895,448.942074,846.5861789,3830561
Raleigh,1981,475.6706692,7.277298138,37.04806325,190.5328967,240.8124111,151155
Baltimore,1990,1005.152182,4.912343564,37.13153811,246.628543,716.4797568,692134
Raleigh,2002,688.8987781,6.657719626,37.14306739,244.2331884,400.8648027,285383
Pittsburgh,2009,988.6878987,12.49071203,37.15186144,437.8154705,501.2298547,312232
Long Beach,2015,580.7044873,7.557975974,37.16004854,221.280741,314.7057218,476318
Sacramento,2005,1151.204665,11.36992262,37.17090087,441.2404586,661.4233831,457347
San Antonio,1978,421.9006342,16.65075051,37.21932467,176.0572002,191.9733588,816780
Tucson,2009,649.6575611,6.387082764,37.22756811,227.3801464,378.6627639,547981
Honolulu,1992,272.1362006,3.541655004,37.24450101,115.7321458,115.6178988,875297
Newark,2015,1100.641324,38.33613987,37.26129483,642.3990541,382.6448354,279110
San Diego,1989,921.5037879,11.01362686,37.31890093,326.3128289,546.8584312,1098639
Washington,2012,1177.879027,13.91693802,37.32269742,589.0976605,537.541731,632323
Austin,2002,467.0566826,3.645462711,37.32953816,171.1909289,254.8907528,685784
El Paso,2003,597.2114217,3.581222118,37.34703066,99.08047859,457.2026904,586392
Long Beach,1994,1416.720619,17.92182946,37.411819,767.2783238,594.1086466,446383
Phoenix,2012,636.6841265,8.279990226,37.4282485,236.6865499,354.2893379,1485509
Los Angeles,2001,1388.154493,15.6238126,37.43869381,456.119672,878.9723145,3763486
New Orleans,2012,815.1589808,53.18650551,37.47857383,293.4903024,431.003599,362874
Tulsa,1976,499.8340562,7.724968242,37.48040147,112.1550945,342.4735921,349516
Phoenix,2003,692.8311009,17.1746858,37.48499887,261.9674066,376.2040096,1403228
Pittsburgh,2000,957.3710538,10.84258616,37.50948726,464.4729477,444.5460326,341247
Arlington,2008,601.8582573,6.119690503,37.51636352,184.6550091,373.5671942,375836
El Paso,1983,906.2022389,6.995245353,37.51995235,183.3602191,678.3268221,471749
El Paso,2002,661.0615711,2.377919321,37.53715499,97.66454352,523.4819533,588750
Miami,1998,2548.605842,23.05945317,37.53864469,1018.101671,1469.906073,372949
El Paso,1984,800.8622689,5.153001194,37.57396704,225.4438022,532.6914984,465748
Dallas,2009,792.1622363,12.86556415,37.58914828,426.3461953,315.3613286,1290266
Chicago,1976,977.5086864,25.96906236,37.61366649,560.7594707,353.1664869,3134499
Houston,2003,1175.259581,13.62023359,37.62712014,538.1952015,585.8170254,2041081
Fresno,2000,898.6278563,5.612039696,37.64743296,304.9208235,550.4475602,427652
San Jose,2000,550.6495944,2.123040238,37.65602949,75.64727586,435.2232489,894943
Aurora,1983,988.5557004,6.953498479,37.66478343,192.9595828,750.9778357,172575
Aurora,1975,523.7621725,6.000548622,37.71773419,146.5848306,333.4590591,116656
Virginia Beach,1992,285.1035259,5.67738623,37.76696057,151.0678423,90.5913368,405116
San Diego,1977,559.7111921,6.340181152,37.78747966,314.5997887,200.9837425,788621
Tucson,1977,514.8450245,11.41924959,37.84665579,179.4453507,286.1337684,306500
Phoenix,1995,1067.508147,19.71067674,37.85555206,340.1473327,669.7945853,1085706
Milwaukee,2006,1342.845587,17.72790251,37.86542284,620.6487035,666.6035576,581005
Virginia Beach,1990,229.4762497,4.070532146,37.90683061,107.8691019,79.6297851,393069
Baltimore,1996,1027.151291,4.714247287,37.99128696,336.5140637,647.9316933,721218
Miami,2005,815.0031675,6.158935736,38.00943197,205.972408,564.8623918,1136560
Philadelphia,1975,867.222832,23.09833039,38.01932082,552.501443,253.6037378,1883253
Jacksonville,2001,978.9592661,9.93800013,38.02941383,290.8521371,640.139715,754679
Mesa,1994,749.3913573,5.389024143,38.04017042,129.019578,576.9425847,315456
Sacramento,2009,885.5898688,6.378798575,38.06016483,341.4783504,499.672555,470308
Mesa,2012,399.6535155,3.101523956,38.10443717,103.9010525,254.5465018,451391
El Paso,1985,771.1584223,4.632846884,38.11569482,209.1098616,519.300019,474870
Phoenix,2011,551.7370269,7.912164066,38.1284458,226.7244255,278.9719916,1466097
New York City,1992,2163.741033,27.05049167,38.16898951,1237.122712,861.3988399,7375097
Miami,2013,517.1972129,7.428786119,38.2539791,158.9077123,312.6067354,1171120
Charlotte,1979,826.7652353,16.6351154,38.26076541,233.8897225,537.979632,300569
New York City,1993,2089.800316,26.48607501,38.35444983,1170.518467,854.4413242,7347257
Newark,1999,1813.689687,25.71288029,38.38299522,906.2858676,843.3079434,268348
Jacksonville,2010,664.3513373,9.718066736,38.38636361,205.6585873,410.5883196,823209
Philadelphia,1978,655.9948831,18.66846138,38.3976308,374.9072543,224.0215366,1885533
Portland,2013,482.8150035,2.298337317,38.41506659,150.5410943,291.5605054,609136
Charlotte,2007,986.3751226,10.36423466,38.45676546,435.1614843,502.3926381,733291
Omaha,2015,514.9783749,10.61355174,38.47412505,144.8307581,321.05994,452252
Mesa,2007,489.2471226,4.839674774,38.49741297,136.3908345,309.5192003,454576
Los Angeles,1998,1358.513176,11.76249696,38.51803583,437.2280268,871.0046166,3621680
Baltimore,1991,1082.774393,3.55334206,38.51822793,304.0239467,736.6788759,703563
St. Louis,2002,2124.338534,31.4444029,38.52647562,798.2912375,1256.076418,353004
Arlington,1982,349.2098193,4.027131359,38.54540015,109.8831557,196.7541321,173821
El Paso,1998,700.3891051,2.722134153,38.59025476,131.7833181,527.293398,624510
Portland,2012,517.1920801,3.344274685,38.62637262,158.8530476,316.3683852,598037
San Diego,1986,842.6144184,10.08526997,38.66020155,394.0176552,399.8512917,1011376
Honolulu,1987,271.1940947,4.323732246,38.67338286,118.3021184,109.8948612,832614
Tucson,2011,652.1586641,9.668631358,38.67452543,220.4827112,383.3327962,527479
San Antonio,2002,817.084758,8.364057304,38.80922589,176.8161714,593.0953034,1195592
Fresno,1977,916.064809,28.47302455,38.87662967,524.5607215,324.1544333,182629
Los Angeles,1992,2029.784624,24.7085368,38.90510838,592.8965124,1373.274466,922758
Detroit,2007,2286.952755,45.52998881,38.90955677,762.7434606,1439.769748,860971
Charlotte,2009,723.2791742,7.457811929,38.96063818,301.6556342,375.2050898,777708
Raleigh,1994,951.3788417,13.15270288,39.01968521,361.6993292,537.5071244,228090
Milwaukee,2012,1323.334362,15.51564494,39.03936469,516.6876601,752.0916925,599395
Dallas,2008,894.8342519,13.32064999,39.10002554,506.65484,335.7587364,1276214
Fort Worth,2006,657.4190653,7.791171668,39.11168177,221.1134519,389.4027599,641752
Austin,1998,540.5907553,5.71675617,39.12405004,195.9775474,299.7724016,559758
Tulsa,1975,508.6306099,11.21979287,39.12543153,167.146145,291.1392405,347600
Baltimore,1994,1001.282946,4.318276478,39.14308679,301.5828573,656.2387255,717879
Dallas,2012,674.9632918,12.40386002,39.14464914,329.668825,293.7459577,1241549
Boston,2008,1104.447735,10.25700413,39.20822546,396.71445,658.2680552,604465
Long Beach,1995,1295.541173,18.34719311,39.21712527,636.188921,601.787934,436034
Pittsburgh,2001,868.1542057,16.10947413,39.24853697,405.372949,407.4232457,341414
Baltimore,2014,1338.544665,33.84051335,39.29348706,589.7230691,675.6875959,623513
New York City,1991,2318.224038,29.30603074,39.34681565,1340.295126,909.2760662,7350023
San Francisco,1994,1461.36295,12.27129542,39.37602486,893.2424269,516.4732027,741568
Washington,2004,1325.328848,35.77087131,39.38409063,552.2805737,697.8933125,553523
Washington,1987,1610.289389,36.17363344,39.38906752,717.3633441,817.3633441,6.22E+05
San Diego,1987,875.4375026,9.223222152,39.39084461,331.6516965,495.1717393,1040851
Portland,2010,522.6319684,3.768568766,39.39867346,172.1550732,307.309653,583776
Mesa,1995,812.5573688,5.236343923,39.42658954,156.166257,611.7281783,324654
Baltimore,1993,1046.459369,5.056037752,39.46518356,324.0077526,677.9303952,712020
Boston,2012,835.0141442,9.038322487,39.48319823,302.8630869,483.6295366,630648
Los Angeles,2000,1359.768541,14.88570485,39.48771523,420.2369804,885.1581403,3694820
Mesa,1992,681.938911,2.988047809,39.50863214,97.94156707,541.500664,301200
San Diego,1990,1084.77879,12.1561498,39.52999823,389.9872946,643.105347,1110549
Fresno,1999,992.1627068,6.436185224,39.60729368,313.8878024,632.2314254,403966
San Jose,1999,580.9280234,2.854402631,39.61910851,82.89185239,455.5626598,875840
San Diego,1978,566.9183098,8.528859528,39.63411193,317.3237442,201.4315942,797293
Fresno,2004,765.553592,11.6059326,39.63535474,269.783188,444.5291167,456663
Chicago,1977,935.3681443,26.66186343,39.74982555,534.9218577,334.0345976,3086806
Pittsburgh,1999,877.6276968,14.11810806,39.76120229,455.5250784,368.2233081,347072
San Antonio,2012,503.0711031,6.448700587,39.77906317,135.0604258,321.7829136,1380123
San Antonio,2006,617.3594321,9.209699439,39.77971018,179.6278353,388.7421872,1292116
San Francisco,2015,776.8163726,6.135807414,39.82486322,417.9295239,312.9261781,863782
San Antonio,2000,690.8686179,7.425876647,39.83764413,148.4301697,495.1749274,1144646
Seattle,1997,914.0931527,8.954531084,39.83852605,380.2934528,485.0066428,547209
Philadelphia,1976,684.1571167,17.63479794,39.86090423,406.2264402,220.4349743,1916665
Tucson,1976,429.4174413,7.039630185,39.89123771,162.4981301,219.9884433,340927
Los Angeles,1997,1596.528289,16.265172,39.90050007,579.0514186,961.3111988,3541309
San Diego,1979,655.4751954,11.57572089,39.91212099,347.7539484,256.2334051,829322
Arlington,1979,480.5588608,8.44432503,39.91862741,145.8565232,286.3393851,130265
Miami,2002,963.1383695,7.607344486,39.97902315,258.8115709,656.7404309,1235648
Upper Marlboro,1998,1062.56352,15.412741,39.98156575,415.3809999,591.7882137,655302
Las Vegas,2001,675.3667817,11.89876566,39.99058834,328.0659675,295.4114602,1117763
San Francisco,1996,1326.753694,11.00483542,39.99318237,743.3632119,532.3924646,745127
Arlington,2009,614.6070735,3.165358319,40.0945387,177.2600658,394.0871107,379104
Tampa,2006,1158.114798,7.541773886,40.12223707,365.323527,745.1272599,331487
New Orleans,2004,948.2928818,56.044173,40.12253294,389.7617486,462.3644272,471057
Omaha,2001,693.5480566,6.402770094,40.20939619,222.3041777,424.6317127,390456
Tucson,1975,531.5712188,6.754772394,40.2349486,207.6358297,276.9456681,340500
Virginia Beach,1980,203.3144085,4.219733006,40.2792696,80.55853921,78.25686666,260680
Las Vegas,2012,783.9701824,5.137242099,40.2867933,258.4843919,480.0617551,1479393
Phoenix,1996,923.7642274,16.31875262,40.35820539,329.6212558,537.4660136,1139793
San Diego,2015,398.5813304,2.641975855,40.41509011,98.39574942,257.128515,1400467
Raleigh,1982,579.5319266,13.0819848,40.55415288,210.6199553,315.2758336,152882
Pittsburgh,2003,1061.431187,19.98198639,40.56044998,487.6201156,513.2686354,335302
Jacksonville,2012,617.2531107,11.06273642,40.56336688,163.0861466,402.5408608,840660
Virginia Beach,1984,212.6063892,4.472302685,40.59474745,80.84547162,86.69386744,290678
Sacramento,1996,977.3704595,11.33718094,40.6029271,494.0901649,431.3401866,379283
Raleigh,1998,826.2913731,10.93391231,40.61167429,313.1784883,461.5672982,256084
Philadelphia,1977,634.8190921,17.02055007,40.62800033,368.8137151,208.3568266,1897706
El Paso,1996,852.1422139,4.975528691,40.63348431,198.1918929,608.341308,602951
Phoenix,1994,1080.46776,21.46624688,40.70223435,320.6927186,697.6065599,1076108
Sacramento,2001,798.1533207,9.648272236,40.7639502,347.3378005,400.4032978,414582
Austin,2001,473.7423711,3.872147642,40.806479,176.1827177,252.8810268,671462
San Jose,2002,445.5600811,2.802264661,40.8483964,89.1335721,312.7758479,927821
El Paso,1986,978.250762,9.505605207,40.91543111,214.7026915,713.1270341,483925
Nashville,1977,647.6283923,17.95925876,40.9558706,369.6979121,219.0153508,456589
El Paso,1995,838.3385715,6.26890201,41.00200774,182.3064477,608.7612141,590215
Raleigh,1997,907.5147531,9.25214509,41.03125214,292.4482383,564.7831177,248591
Omaha,2014,560.5920655,7.298187997,41.05230748,164.8934351,347.348135,438465
San Jose,1996,731.598051,4.817106509,41.06583299,132.2295737,553.4855378,830374
Tucson,2013,640.930491,8.94410127,41.10480584,190.6806271,400.2009568,525486
Miami,2001,996.2776174,7.203567142,41.11698998,263.8609987,684.0960616,1235499
Salt Lake City,2005,704.6639982,4.874693301,41.16407676,226.9440548,431.6811734,184627
Omaha,2008,605.6198226,10.06316926,41.1675106,217.0442642,337.3448785,437238
San Francisco,1995,1476.628958,13.40789386,41.17171449,876.1178324,545.9315168,738371
Houston,2006,1169.390986,18.17981038,41.18185163,548.3358722,561.6934517,2073729
Milwaukee,2007,1406.260363,18.32659031,41.19119346,616.9952072,729.7473723,572938
Washington,1997,2023.818526,56.89981096,41.20982987,850.4725898,1075.236295,5.29E+05
Los Angeles,1990,1793.080711,22.15079022,41.2107725,480.5176073,1249.201541,970620
El Paso,1994,949.9578013,7.785089077,41.22558534,192.1501531,708.7969737,565183
Dallas,2007,1069.159651,16.14069521,41.23947627,582.8405041,428.9389753,1239104
San Diego,1984,622.3942292,10.80873472,41.2410946,274.520874,295.8235259,952933
Houston,1999,1187.290905,13.29818786,41.27404365,460.7463429,671.9723309,1812277
Pittsburgh,2007,1106.73684,16.65711018,41.32244642,511.245151,537.5121325,312179
San Diego,1980,707.4549682,11.77376987,41.37965721,341.3250178,312.9765233,874826
Milwaukee,2003,890.1692668,18.51013598,41.39539501,482.6097272,347.6540085,594269
Mesa,1980,542.5558926,6.681722815,41.42668146,128.9572503,365.490238,149662
New Orleans,1975,1047.848178,27.62556519,41.43834778,628.743876,350.0403893,571934
Boston,2010,942.2047494,11.82006302,41.4511799,311.8553613,577.0781452,617594
San Jose,1998,599.2715741,3.371265887,41.50144558,104.7417436,449.657119,860211
Baltimore,1992,1078.092761,6.051956752,41.51923819,322.7241124,707.7974537,710514
Miami,2004,823.2284201,7.880354723,41.55096127,204.2623764,569.5347277,1116701
Houston,2000,1100.054207,11.77294996,41.61481877,422.5977168,624.0687213,1953631
San Diego,1991,1219.919889,14.73077524,41.63428689,470.2381005,693.3167267,1133681
Chicago,1981,850.034006,29.11007159,41.65694395,535.0012929,244.2656976,3012703
San Francisco,2014,795.1367409,5.292287138,41.7502652,379.1629719,368.9312167,850294
Las Vegas,2000,598.6567233,8.486234856,41.77113379,317.3851836,231.0141711,1060541
Orlando,2012,1017.390564,9.735794867,41.7827863,244.611846,721.2601364,246513
Los Angeles,1996,1796.383734,20.32509286,41.82223748,720.068585,1014.167819,3498139
Arlington,1997,797.3982411,3.954040865,41.84693249,173.6482947,577.9489731,303487
Los Angeles,1987,1124.374524,14.96125127,41.87325813,293.9338512,773.6061633,1096165
El Paso,2007,417.8374719,2.759610343,41.88114521,76.61976952,296.5769469,616029
New Orleans,2010,754.1539544,50.89739376,41.88128401,277.1726643,384.2026123,343829
Arlington,2007,695.56243,3.493938018,41.92725621,199.4232315,450.7180043,372073
Arlington,1983,327.0513387,3.913434822,41.9296588,103.9855538,177.2226912,178871
Sacramento,1997,968.1679304,10.67928037,41.93571073,482.1304383,433.422501,383921
Jacksonville,2011,621.0234783,8.508812613,41.94485091,189.1113564,381.4584584,834429
Raleigh,1993,906.0194504,12.05050501,41.95361002,354.8204252,497.1949102,224057
San Antonio,2001,815.4639158,8.542467167,42.02893846,183.3213454,581.5711647,1170622
Sacramento,1995,1138.767311,15.16582634,42.03860634,566.4569171,515.1059612,375845
Miami,1977,1094.909371,13.67876782,42.10020761,328.4424139,710.6879812,657954
Salt Lake City,2008,788.8584819,6.647683836,42.10199763,269.2311954,470.8776051,180514
San Diego,1992,1284.191646,12.67522852,42.10606735,461.951308,767.4590421,1151853
Sacramento,2007,1113.460979,9.553877354,42.12391379,436.2213547,625.5618331,460546
Philadelphia,1996,1320.986677,27.47966341,42.1354839,862.8614312,388.5100984,1528403
Dallas,2010,764.8086184,12.35582093,42.16006465,374.5984358,335.694297,1197816
Fort Worth,2003,650.8322359,9.890012649,42.1626855,253.670149,345.1093887,576339
Los Angeles,1991,1717.536065,22.80897584,42.18651283,456.8859894,1195.654587,990838
San Diego,1983,582.4713626,8.227902206,42.20806976,272.4824756,259.552915,935840
St. Louis,1999,2233.038764,38.14151087,42.2490582,819.1622951,1333.485899,340836
Phoenix,2013,631.8989122,7.855464774,42.27305196,215.2264205,366.543975,1502139
El Paso,1979,543.2625761,7.985596887,42.34786228,196.7360688,296.1930482,413244
Phoenix,1989,900.3681732,13.37653459,42.35902619,277.6161741,567.0164383,941948
Nashville,2009,1140.490613,12.94708412,42.44676946,323.0215544,762.0752045,610176
Sacramento,2003,777.6067447,9.776926907,42.51826353,370.6137409,354.6978134,439811
Portland,2014,472.8166946,4.223027846,42.55512676,137.5732533,288.4652867,615672
Sacramento,2006,1206.378433,12.3764526,42.5576265,475.0820754,676.3622783,460552
Arlington,2001,625.2110711,4.404962925,42.58130827,201.747302,376.477498,340525
San Jose,1975,385.170569,7.281107165,42.59447692,161.4585514,173.8364336,549367
Houston,2005,1172.538729,16.32667427,42.62532922,543.9617702,569.6249558,2045732
Philadelphia,1997,1259.7669,27.42046262,42.63947536,783.1231645,406.5837974,1524409
Baltimore,2010,1500.25525,35.91207821,42.67578801,537.2318068,884.4355765,620961
Raleigh,1987,615.0478796,8.207934337,42.68125855,210.123119,354.0355677,182750
New York City,1990,2383.618634,30.65866,42.68996488,1369.465668,940.8043412,7322564
Phoenix,1993,1145.983765,15.20153093,42.71822615,330.6814038,757.3826043,1039369
Virginia Beach,1993,294.7657817,5.196191664,42.75048596,149.0362245,97.78287949,423387
Boston,2014,725.6885178,8.098861117,42.78643609,256.7186165,418.0846041,654413
Miami,1976,1526.920386,24.799171,42.8080928,682.8628872,776.4502349,338721
Las Vegas,2002,778.5558617,11.87642279,42.82447341,327.338485,396.5164805,1153546
Houston,1975,650.2752229,25.28524231,42.84646247,467.959153,114.1843651,1372342
Mesa,2005,504.0456294,6.41110669,42.88809303,101.6934165,353.0530132,452340
Las Vegas,2003,769.9758195,11.85483627,42.96327187,332.5239535,382.6337579,1189388
Upper Marlboro,1989,1076.2211,19.38841066,43.04884401,516.0932024,497.6906431,608611
Boston,2009,991.9547853,8.009970812,43.09364297,364.7740708,576.0771008,624222
Denver,2004,796.5399299,15.43406991,43.10895389,255.8152737,482.1816324,563688
Raleigh,1980,528.1986674,8.08467348,43.11825856,175.1679254,301.8278099,148429
New Orleans,2001,1213.53159,43.98200248,43.15604938,573.6244267,552.769111,484289
Raleigh,1995,846.4409214,7.472259238,43.17305337,269.0013326,526.7942762,240891
Sacramento,1993,1254.098445,21.97904492,43.18235884,597.3128678,591.6241738,386732
Pittsburgh,2002,1107.64344,13.72146592,43.20802034,471.7848708,578.9290834,342529
Dallas,2013,663.7370868,11.39428612,43.26641514,334.8167153,274.2596702,1255015
Wichita,1976,434.3842,7.408707181,43.28244721,200.4250258,183.2680197,256455
Fresno,1998,1052.196776,8.904345073,43.28501077,344.7960287,655.2113916,404297
Omaha,2013,576.1322681,9.88058606,43.28637702,168.9109712,354.0543338,425076
Sacramento,2004,1050.009768,11.099469,43.28792911,424.8876734,570.7346961,450472
Charlotte,1999,1345.277395,13.8858812,43.31072469,416.0805117,872.0002777,604931
Houston,2015,966.6753252,13.31738763,43.33644951,451.7363368,458.2851512,2275221
Boston,2013,782.3870494,6.057791329,43.3365072,290.1526719,442.840079,643799
Omaha,2009,533.3640305,6.771443469,43.3372382,201.3375858,281.9177631,443037
Chicago,1978,896.945248,25.49649318,43.44446932,493.5045497,334.4997358,3086699
Salt Lake City,2003,704.2636207,8.151199313,43.473063,273.8802969,378.7590614,184022
Boston,2011,845.2440538,10.13906614,43.61407817,306.4251101,485.0657993,621359
Washington,1994,2662.631579,70,43.68421053,1107.192982,1441.754386,5.70E+05
Arlington,1988,551.4238495,5.164632596,43.70073735,225.6547165,276.903763,251712
Raleigh,1986,668.7713124,9.200637144,43.70302643,194.9384995,420.9291493,173901
Arlington,2002,633.1425088,4.025429211,43.70466001,228.2993424,357.1130772,347789
Houston,2002,1223.081835,12.54543432,43.71299771,549.4508187,617.3725842,2040583
Portland,2011,514.7536149,3.389882219,43.72948062,155.4260997,312.2081523,589991
Omaha,2007,597.0218383,9.726500081,43.76925036,189.4351682,354.0909196,431810
Los Angeles,1994,2058.990289,23.80026256,43.76995032,867.9913508,1123.428725,3550381
Sacramento,2002,840.5790919,11.13820618,43.84187539,410.9287131,374.6702972,421971
Fort Worth,2010,580.2705321,8.499661363,43.84745941,179.4372954,348.4861159,741206
Houston,1997,1174.494968,14.10037916,43.85550997,452.2113725,664.3277061,1801370
Milwaukee,1979,471.0919443,9.765973179,43.86937158,246.7845921,170.6720075,645097
Washington,2000,1507.187196,41.77890742,43.87659315,621.0897827,800.4419125,572059
Omaha,2002,717.8563272,6.597477734,43.89860184,253.2416453,414.1186023,394090
Pittsburgh,2008,1084.075582,23.24402677,43.9053839,497.4867396,519.4394316,309757
Tucson,2012,724.3173074,7.901643354,44.02344154,237.0493006,435.3429219,531535
New York City,1989,2299.858307,25.84994764,44.15523864,1267.081659,962.7714618,7369454
Mesa,2006,453.3342035,5.655801003,44.15875398,110.5056504,293.0139981,459705
