city,year,violent_per_100k,homs_per_100k,rape_per_100k,rob_per_100k,agg_ass_per_100k,total_pop,lon,lat
Arlington,1976,254.954871126826,4.65246115194938,27.9147669116963,92.1187308085977,130.268912254583,107470,-97.10807,32.73569
Atlanta,1976,1646.40279903783,33.675923901159,104.307894161382,739.120927181281,769.298053794008,457300,-84.38798,33.749
Aurora,1976,413.636363636364,1.51515151515152,30.3030303030303,125.757575757576,256.060606060606,132e3,-104.83192,39.72943
Austin,1976,421.890575203224,8.42377188425738,63.5292796271077,181.813076501888,168.12444718997,284908,-97.74306,30.26715
Baltimore,1976,1648.24954063653,23.22950518831,53.427861933113,900.72406367672,670.868109838392,860974,-76.61632,39.44307
Baltimore County,1976,279.901427372741,2.95780151283764,22.1056744643655,107.103549517489,147.734401878048,642369,-76.61632,39.44307
Boston,1976,1596.28824238785,13.0763903350946,63.2832717451492,988.801121017957,531.127459289645,619437,-71.05977,42.35843
Buffalo,1976,727.121319404095,12.7028635547787,47.5181192234316,455.656420474193,211.243916151691,425101,-78.87837,42.88645
Charlotte,1976,691.55536092256,18.9767170279542,30.6546967374644,266.768848989125,375.155098168017,274020,-80.84313,35.22709
Chicago,1976,977.508686396135,25.969062360524,37.6136664902429,560.759470652248,353.166486893121,3134499,-87.65005,41.85003
Cincinnati,1976,810.453230924142,13.1133721270592,61.5860155252959,357.105223102952,378.648620168835,427045,-84.45689,39.162
Cleveland,1976,1322.75049898957,36.7430694163768,77.5341041074392,848.982870879249,359.4904545865,642298,-81.703132,41.489644
Columbus,1976,551.973131821998,8.90008396305626,55.0797649034425,322.586062132662,165.407220822838,595500,-82.99879,39.96118
Dallas,1976,815.352580336541,25.8877820924081,66.5203444200574,350.385502842028,372.558950982047,888450,-96.80667,32.78306
Denver,1976,784.263552272779,16.4223680290867,73.1368250597698,389.935761806919,304.768597377004,523676,-104.9847,39.73915
Detroit,1976,2226.14496664418,49.6964245558804,92.1969867326287,1590.06071508882,494.190840266847,1334100,-83.04575,42.33143
El Paso,1976,435.236142584799,6.91729406523838,32.6496279879252,219.139875986752,176.529344544884,361413,-106.48693,31.75872
Fairfax,1976,135.044404431288,3.2425916318247,16.0222174748985,64.2796105838191,51.4999847407453,524272,-77.27622,38.83469
Fort Worth,1976,475.429725886764,19.2148272587029,47.7625706144902,270.380069283177,138.072258730394,364302,-97.32085,32.72541
Fresno,1976,712.197863968522,15.7391793142215,30.9162450815065,406.408094435076,259.134345137718,177900,-119.77237,36.74773
Houston,1976,544.685172647258,21.7332430602573,46.716316858497,374.47528774543,101.760324983074,1477e3,-95.36327,29.76328
Indianapolis,1976,837.628605501991,13.7448709397045,70.139267883492,478.240656519718,275.503810159077,494730,-86.15804,39.76838
Jacksonville,1976,816.969728173228,16.5490154255212,51.3019478191156,286.481844810688,462.636920117903,543839,-81.65565,30.33218
Kansas City,1976,1143.00468021278,19.4667344245633,71.7195478799702,493.84031540208,557.978082506168,488012,-94.57857,39.09973
Las Vegas,1976,931.987171515035,13.1902753752633,56.9066166189932,480.879753681029,381.010525839749,265347,-115.13722,36.17497
Long Beach,1976,865.356409504253,20.2405397477266,58.6682311528307,499.559988266354,286.887650337342,340900,-118.18923,33.76696
Los Angeles,1976,1166.8066153116,18.2906794202475,74.732576393706,519.331167171699,554.452192325946,2739100,-118.24368,34.05223
Los Angeles County,1976,983.008469011008,15.0798013357785,54.8710190540587,264.918058305322,648.139590315849,1027865,-118.26102,34.19801
Louisville,1976,NA,NA,NA,NA,NA,NA,-85.75941,38.25424
Memphis,1976,735.589448754192,17.3894576797539,72.635610839326,373.796395611701,271.76798462341,649819,-90.04898,35.14953
Mesa,1976,308.645038357334,4.96213888034298,14.8864166410289,88.3260720701051,200.470410765857,100763,-111.82264,33.42227
Miami,1976,1526.92038580425,24.7991709991409,42.8080927961361,682.862887154915,776.450234854054,338721,-80.19366,25.77427
Miami-Dade County,1976,1044.95926860549,10.7775377637225,33.2564022423437,298.537796055113,702.387532544315,649499,-80.49867,25.60897
Milwaukee,1976,412.556301215141,8.73540459482282,25.7464556478988,248.422646459786,129.651794512633,652517,-87.90647,43.0389
Minneapolis,1976,743.292377604606,6.7938030451335,75.4867005014833,354.032625351957,306.979248706032,397421,-93.26384,44.97997
Rockville,1976,194.144420951766,5.41604607805356,17.7063044859443,117.486538000854,53.535532386914,480055,-77.15276,39.084
Nashville,1976,634.783252126221,16.5927095221972,28.9251287616682,386.116835097617,203.148578744739,445979,-86.78444,36.16589
Mineola,1976,84.2280786217362,1.89916749992641,2.18404262491537,62.5775691225751,17.5672993743193,1053093,-73.64068,40.74927
New Orleans,1976,863.048084876563,30.5027389665313,47.3689593362604,466.512478311655,318.663908262115,557327,-90.07507,29.95465
New York City,1976,1781.46371027767,21.5390944523818,45.1497664229951,1144.45362342147,570.321225980822,7530493,-73.992602,40.742185
Newark,1976,1784.52020462861,26.9105103211321,87.7989377144007,1042.17067243657,627.640084156505,367886,-74.17237,40.73566
Oakland,1976,1655.35875112579,29.4205944160913,92.7649354548184,868.808165716001,664.365055538877,333100,-122.282147,37.816516
Oklahoma City,1976,626.789404072006,9.56119429940349,60.5542305628888,204.503322515019,352.170656694695,376522,-97.51643,35.46756
Omaha,1976,516.73734919916,4.88944702927492,49.66648824474,202.783382056244,259.398031868901,388592,-95.93779,41.25861
Orlando,1976,956.798575927701,14.5488155552513,83.869642612625,279.850746268657,578.529371491168,116848,-81.37924,28.53834
Philadelphia,1976,684.157116658362,17.6347979433026,39.8609042268732,406.226440196904,220.434974291282,1916665,-75.16379,39.95234
Phoenix,1976,576.378352927108,7.92221283846907,35.8741713440109,221.971435191067,310.610533553561,669005,-112.07404,33.44838
Pittsburgh,1976,948.664151129323,12.7282357433495,58.9194138442146,496.606488115523,380.410013426236,487106,-79.99589,40.44062
Portland,1976,1133.17430980101,10.2680757626021,84.7774460399454,503.662280355328,534.466507643134,379818,-122.67621,45.52345
Upper Marlboro,1976,669.009091883704,6.39786415086509,48.4162692497899,335.628495049436,278.566463433613,578318,-76.74969,38.81595
Raleigh,1976,358.55847339172,7.42776498551586,19.5822895072691,93.184688000108,238.363730898827,148093,-78.63861,35.7721
Sacramento,1976,1073.64787111623,19.9462984273111,73.6478711162255,455.312619869582,524.741081703107,260700,-121.4944,38.58157
Salt Lake City,1976,546.750285062714,6.27137970353478,58.1527936145952,274.800456100342,207.525655644242,175400,-111.89105,40.76078
San Antonio,1976,436.215008186501,15.8020048627682,34.9237586462861,167.580925519441,217.908319158005,753069,-98.49363,29.42412
San Diego,1976,532.454098784588,7.62865270235324,30.1267132143781,293.638479441427,201.060253426429,773400,-117.15726,32.71533
San Francisco,1976,1617.44360902256,19.5488721804511,93.0827067669173,996.691729323308,508.12030075188,665e3,-122.41942,37.77493
San Jose,1976,452.393760086068,6.63439124977587,53.0751299982069,173.39071185225,219.293526985835,557700,-121.89496,37.33939
Seattle,1976,819.860973187686,8.3416087388282,63.9523336643496,429.592850049652,317.974180734856,503500,-122.33207,47.60621
St. Louis,1976,1792.192524981,34.0692541828433,91.5377214033538,992.68821390999,673.897335484813,534206,-90.44341,38.64068
Hauppauge,1976,153.755716994339,2.88822893801521,10.7034366526446,83.1640038328497,57.0000475708296,1177192,-73.20261,40.82565
Tampa,1976,1068.95195361441,15.2967570874975,59.0017773374902,373.313714635354,621.339704554063,274568,-82.45843,27.94752
Tucson,1976,429.417441270419,7.03963018476096,39.8912377136454,162.498130098232,219.98844327378,340927,-110.92648,32.22174
Tulsa,1976,499.834056237769,7.72496824179723,37.4804014694606,112.1550944735,342.47359205301,349516,-95.99278,36.15398
Virginia Beach,1976,222.503885722744,5.55103249204352,27.292576419214,72.6260084375694,117.034268373918,216176,-75.97798,36.85293
Washington,1976,1481.33903133903,26.7806267806268,72.3646723646724,1003.4188034188,378.774928774929,702e3,-77.046176,38.889187
Wichita,1976,434.384199957107,7.40870718059699,43.2824472129613,200.425025832992,183.268019730557,256455,-97.33754,37.69224
Albuquerque,1977,817.538422595531,10.6040548537496,70.8077211201987,257.917979346038,478.208667275545,292341,-106.65114,35.08449
Arlington,1977,344.266067224808,3.54001097403402,30.0900932792892,75.2252331982229,235.410729773262,112994,-97.10807,32.73569
Atlanta,1977,1724.96025437202,31.3422666363843,115.830115830116,761.753349988644,816.034521916875,440300,-84.38798,33.749
Aurora,1977,426.384839650146,2.1865889212828,30.6122448979592,120.991253644315,272.594752186589,137200,-104.83192,39.72943
Austin,1977,391.425908667288,10.2516309412861,58.0925753339546,159.055607331469,164.026095060578,321900,-97.74306,30.26715
Baltimore,1977,1726.05481127356,20.6648024034011,60.3025520426734,913.964330859197,731.123125968285,827494,-76.61632,39.44307
Baltimore County,1977,623.287319911154,3.41953143093401,25.1801859914232,111.445637999077,483.24196448972,643363,-76.61632,39.44307
Boston,1977,1521.34353590464,12.1100366368975,65.8785993047224,913.096762422072,530.258137540952,619321,-71.05977,42.35843
Buffalo,1977,949.796798859762,10.8341840174117,56.8192761802038,438.66407288276,443.479265779387,415352,-78.87837,42.88645
Charlotte,1977,855.844522213835,17.9174577033631,45.3654780148982,234.070617656702,558.490968838873,262314,-80.84313,35.22709
Chicago,1977,935.368144288951,26.6618634277632,39.7498255478316,534.921857739035,334.034597574321,3086806,-87.65005,41.85003
Cincinnati,1977,811.714750360539,16.9943187048441,68.6853714320782,383.552331880162,342.482728343455,423671,-84.45689,39.162
Cleveland,1977,1474.81265449058,38.9797633975325,79.5249791403475,1012.22148645962,344.086425493078,638793,-81.703132,41.489644
Columbus,1977,569.268635724332,12.1308016877637,58.1926863572433,308.016877637131,190.928270042194,568800,-82.99879,39.96118
Dallas,1977,1018.54183358132,25.6380908778757,72.908320933959,416.275609476937,503.719812292549,873700,-96.80667,32.78306
Denver,1977,967.320261437908,14.0330642060746,89.5809304113802,478.277585544022,385.428681276432,520200,-104.9847,39.73915
Detroit,1977,1828.53826332166,36.3884432127577,97.0105260598989,1202.71781408012,492.421479968884,1316352,-83.04575,42.33143
El Paso,1977,404.145077720207,8.29015544041451,27.720207253886,213.471502590674,154.663212435233,386e3,-106.48693,31.75872
Fairfax,1977,162.477541005777,2.51154344004173,17.1944127818242,80.9489770290373,61.8226077548734,517610,-77.27622,38.83469
Fort Worth,1977,668.619526509811,26.6299069519722,54.3041239804923,295.539751663064,292.145743914283,383028,-97.32085,32.72541
Fresno,1977,916.064808984334,28.4730245470325,38.8766296699867,524.560721462637,324.154433304678,182629,-119.77237,36.74773
Houston,1977,576.705057884353,23.306223319488,59.8151742109201,381.391468310665,112.19219204328,1613303,-95.36327,29.76328
Indianapolis,1977,743.614931237721,15.7170923379175,67.9764243614931,420.235756385069,239.685658153242,509e3,-86.15804,39.76838
Jacksonville,1977,788.919193944369,14.5640800608287,56.5540251712698,277.284952846427,440.516135865844,528698,-81.65565,30.33218
Kansas City,1977,1141.33582627958,19.7132434382335,66.0495269837721,472.711383890012,582.861671967565,492055,-94.57857,39.09973
Las Vegas,1977,975.370901851739,21.0871686365895,65.4059637372181,507.164276191872,381.71349328606,279791,-115.13722,36.17497
Long Beach,1977,978.186244814834,21.634906623743,65.193185292879,575.776981613214,315.581171284998,346662,-118.18923,33.76696
Los Angeles,1977,1209.02149176077,20.6793080904562,83.9737875409323,547.355436019262,557.012960110117,2785393,-118.24368,34.05223
Los Angeles County,1977,1017.99688515449,16.6317368147821,60.6625776307947,284.854544405776,655.84802630314,1040180,-118.26102,34.19801
Louisville,1977,NA,NA,NA,NA,NA,NA,-85.75941,38.25424
Memphis,1977,784.08154088286,15.7385895225961,87.0868620250319,412.051262834445,269.204826500787,667150,-90.04898,35.14953
Mesa,1977,330.756013745704,3.43642611683849,29.2096219931271,71.3058419243986,226.80412371134,116400,-111.82264,33.42227
Miami,1977,1601.97535007626,25.1713298552948,53.3392465981247,733.264811379838,790.199962243005,333713,-80.19366,25.77427
Miami-Dade County,1977,1094.9093705639,13.6787678165951,42.1002076132982,328.442413907355,710.687981226651,657954,-80.49867,25.60897
Milwaukee,1977,395.791340678763,8.43105814463636,33.255840459399,216.865551164813,137.238890909914,640489,-87.90647,43.0389
Minneapolis,1977,801.959548442969,9.73625010889227,83.014343033713,423.270662628685,285.938292671678,390294,-93.26384,44.97997
Rockville,1977,186.556904947628,2.85130640749649,21.3847980562237,98.5737358020216,63.7470646818859,491003,-77.15276,39.084
Nashville,1977,647.628392274014,17.9592587644468,40.9558705969701,369.697912126661,219.015350785937,456589,-86.78444,36.16589
Mineola,1977,101.249251157476,1.8182757769301,4.59353880487604,70.2428642245628,24.5945723511071,1044946,-73.64068,40.74927
New Orleans,1977,1011.7799978223,29.432981271777,61.2478222996516,557.865581445993,363.233612804878,587776,-90.07507,29.95465
New York City,1977,1629.54165097821,20.811020297361,52.1144304042457,994.491428519492,562.124771757106,7481613,-73.992602,40.742185
Newark,1977,1757.1966808191,26.1800962972238,92.1994695684837,911.465743913128,727.35137104026,351412,-74.17237,40.73566
Oakland,1977,1698.97189209583,27.7070364082249,107.880588568195,895.173080550839,668.211186568572,339264,-122.282147,37.816516
Oklahoma City,1977,721.417672725326,17.9350590250823,67.1895494820248,207.457772305057,428.835291913162,373570,-97.51643,35.46756
Omaha,1977,522.21595998704,8.44040394139637,46.8306283200057,220.267315760957,246.677611964681,367281,-95.93779,41.25861
Orlando,1977,965.583658573673,12.6717015560849,71.8063088178147,231.469748424485,649.635899775289,118374,-81.37924,28.53834
Philadelphia,1977,634.819092103835,17.0205500746691,40.6280003330337,368.813715085477,208.356826610655,1897706,-75.16379,39.95234
Phoenix,1977,629.580768103196,10.260920551158,46.3207270595133,233.655819407798,339.343301084726,682200,-112.07404,33.44838
Pittsburgh,1977,947.735653889924,10.7791456697892,52.237398245901304,526.312516453744,358.40659352049,482413,-79.99589,40.44062
Portland,1977,1031.33193157335,10.6429924979882,87.4802066298056,442.073566440828,491.135166004724,385230,-122.67621,45.52345
Upper Marlboro,1977,676.843553537707,9.26933975038213,47.9824645902134,351.326151715464,268.265597481648,550201,-76.74969,38.81595
Raleigh,1977,373.593300183198,6.54278984559016,25.5168803978016,78.5134781470819,263.020151792724,152840,-78.63861,35.7721
Sacramento,1977,1099.08754995852,15.4588643390393,77.2943216951964,481.110021868637,525.224342055652,265220,-121.4944,38.58157
Salt Lake City,1977,590.710740498107,6.66215120862526,62.1800779471691,265.930869077625,255.937642264687,180122,-111.89105,40.76078
San Antonio,1977,491.352587026983,19.1045213597709,35.722837885051,191.045213597709,245.480014184453,764217,-98.49363,29.42412
San Diego,1977,559.71119206818,6.34018115165587,37.787479663869,314.599788745164,200.983742507491,788621,-117.15726,32.71533
San Francisco,1977,1384.37095880288,20.8387215961574,87.9364492887493,801.477923517458,474.117864400517,676625,-122.41942,37.77493
San Jose,1977,469.819796833731,7.214461299694,56.6599155732065,181.417307316696,224.528112644135,568303,-121.89496,37.33939
Seattle,1977,831.2,7,74,352.8,397.4,5e5,-122.33207,47.60621
St. Louis,1977,1899.39049992286,38.0815491964793,92.3721680509473,965.318449631781,803.618333043653,512059,-90.44341,38.64068
Hauppauge,1977,178.984329667748,2.62954451029993,11.6576473289963,89.2292103828442,75.4679274456079,1140882,-73.20261,40.82565
Tampa,1977,1205.97474777986,11.7048269195916,73.6271370748505,400.984715761493,719.658068023923,264848,-82.45843,27.94752
Tucson,1977,514.845024469821,11.4192495921697,37.8466557911909,179.445350734095,286.133768352365,306500,-110.92648,32.22174
Tulsa,1977,524.563761434072,7.93934341629947,48.770252414411,138.654961806087,329.199203797275,352674,-95.99278,36.15398
Virginia Beach,1977,196.750012748381,6.79913650966327,33.9956825483164,64.5917968418011,91.3633968486002,235324,-75.97798,36.85293
Washington,1977,1426.52173913043,27.8260869565217,58.2608695652174,964.492753623188,375.942028985507,69e4,-77.046176,38.889187
Wichita,1977,533.75208228264,12.990387113536,46.2304953158192,273.180199593477,201.351000259808,261732,-97.33754,37.69224
Albuquerque,1978,834.035787468218,12.6784404832884,64.077523523647,237.806424200059,519.473399261224,291834,-106.65114,35.08449
Arlington,1978,369.609856262834,4.92813141683778,35.3182751540041,108.418891170431,220.944558521561,121750,-97.10807,32.73569
Atlanta,1978,1939.69298245614,31.5789473684211,129.824561403509,903.289473684211,875,456e3,-84.38798,33.749
Aurora,1978,631.943969155659,9.12554468094814,63.1183507098913,176.427197164997,383.272876599822,131499,-104.83192,39.72943
Austin,1978,426.171065608628,10.5562542790531,58.5118094324656,191.520613348534,165.582388548575,331557,-97.74306,30.26715
Baltimore,1978,1875.19987719545,25.2005168024766,70.8684584191473,1035.77961700331,743.351284970514,781730,-76.61632,39.44307
Baltimore County,1978,717.494384826554,4.21138008485151,26.2041427501872,127.589218866983,559.489643124532,641120,-76.61632,39.44307
Boston,1978,1628.46362935616,11.6840439774433,77.0822345734107,914.438719623514,625.258631181792,616225,-71.05977,42.35843
Buffalo,1978,812.111464277052,11.2332299365578,56.4214503631652,439.372470927635,305.084313049694,391695,-78.87837,42.88645
Charlotte,1978,787.768399325787,16.499461341115,36.8811488801395,229.374864526482,505.012924578051,309101,-80.84313,35.22709
Chicago,1978,896.945247981744,25.4964931792831,43.444469318194,493.504549682363,334.499735801904,3086699,-87.65005,41.85003
Cincinnati,1978,814.903632649436,14.0628238150221,70.8075514896725,320.731069465415,409.302187879326,405324,-84.45689,39.162
Cleveland,1978,1578.00010414768,34.661650220012,82.5044913687609,1033.99119952092,426.842763037988,614512,-81.703132,41.489644
Columbus,1978,579.764774232369,11.5849209285919,53.4289636855956,332.504521577348,182.246368040834,578338,-82.99879,39.96118
Dallas,1978,1133.70465869571,26.381229411171,94.2842198955762,439.878325181916,573.160884207049,871832,-96.80667,32.78306
Denver,1978,1004.4341742406,19.9774687105471,118.835045834904,486.461660766105,379.159998929043,485547,-104.9847,39.73915
Detroit,1978,1668.93419831747,38.4746426609619,99.5087143520461,948.963927318464,581.986913985996,1294359,-83.04575,42.33143
El Paso,1978,373.4335839599,5.26315789473684,30.3258145363409,194.235588972431,143.609022556391,399e3,-106.48693,31.75872
Fairfax,1978,175.371493048251,3.25116181223584,17.9770123735394,94.092447742355,60.0508711201209,522890,-77.27622,38.83469
Fort Worth,1978,710.370882775502,22.8808598946416,70.5049752567445,324.056829670622,292.928217953493,375860,-97.32085,32.72541
Fresno,1978,1025.2908499081,21.5634530276115,58.5293725035169,565.783934200663,379.414090176307,194774,-119.77237,36.74773
Houston,1978,730.042401928302,32.5599449440931,73.8653296458971,494.588254605315,129.028872732997,1486489,-95.36327,29.76328
Indianapolis,1978,727.296106735039,14.8069927971773,66.4366387347035,382.449037642883,263.603437560275,513271,-86.15804,39.76838
Jacksonville,1978,834.863981009138,15.0994172389473,53.1346581319918,257.454620517241,509.175285120958,523199,-81.65565,30.33218
Kansas City,1978,1083.99740478649,24.7881689302935,73.7178589057424,401.783885965801,583.707490984651,463931,-94.57857,39.09973
Las Vegas,1978,999.082616447129,18.6938535301958,66.4670347740294,535.890467865612,378.031260277292,288865,-115.13722,36.17497
Long Beach,1978,1071.61328939951,19.7585964422904,71.4796283059328,618.908976795272,361.466087856018,344154,-118.18923,33.76696
Los Angeles,1978,1320.05990977659,23.3540506363172,88.501448417503,613.62678361629,594.577627106483,2787525,-118.24368,34.05223
Los Angeles County,1978,1106.85818212474,18.5058956699288,61.1722662422648,301.132046762342,726.047973450208,972663,-118.26102,34.19801
Louisville,1978,NA,NA,NA,NA,NA,NA,-85.75941,38.25424
Memphis,1978,792.256613849559,16.5419433416482,97.2022157420745,424.088582838539,254.423871927297,683112,-90.04898,35.14953
